frame.number,_ws.col.Time,frame.len,tcp.seq,ip.dst,tcp.dstport,tcp.time_relative,tcp.len,tcp.ack,tcp.srcport,frame.time_relative
"1","16:14:15.573875","76",,,,,,,,"0.000000000"
"2","16:14:15.618218","76",,,,,,,,"0.044343000"
"3","16:14:15.929592","86",,"100.64.0.5",,,,,,"0.355717000"
"4","16:14:15.931491","60","0","172.26.191.172","5000","0.000000000","0","0","46224","0.357616000"
"5","16:14:16.429137","60","0","100.64.0.5","46224","0.497646000","0","1","5000","0.855262000"
"6","16:14:16.429183","52","1","172.26.191.172","5000","0.497692000","0","1","46224","0.855308000"
"7","16:14:16.429518","100","1","172.26.191.172","5000","0.498027000","48","1","46224","0.855643000"
"8","16:14:16.429527","100","49","172.26.191.172","5000","0.498036000","48","1","46224","0.855652000"
"9","16:14:16.429540","100","97","172.26.191.172","5000","0.498049000","48","1","46224","0.855665000"
"10","16:14:16.429542","100","145","172.26.191.172","5000","0.498051000","48","1","46224","0.855667000"
"11","16:14:16.429548","100","193","172.26.191.172","5000","0.498057000","48","1","46224","0.855673000"
"12","16:14:16.429550","100","241","172.26.191.172","5000","0.498059000","48","1","46224","0.855675000"
"13","16:14:16.429556","100","289","172.26.191.172","5000","0.498065000","48","1","46224","0.855681000"
"14","16:14:16.429557","100","337","172.26.191.172","5000","0.498066000","48","1","46224","0.855682000"
"15","16:14:16.429563","100","385","172.26.191.172","5000","0.498072000","48","1","46224","0.855688000"
"16","16:14:16.429565","100","433","172.26.191.172","5000","0.498074000","48","1","46224","0.855690000"
"17","16:14:16.929159","52","1","100.64.0.5","46224","0.997668000","0","97","5000","1.355284000"
"18","16:14:16.929203","100","481","172.26.191.172","5000","0.997712000","48","1","46224","1.355328000"
"19","16:14:16.929213","100","529","172.26.191.172","5000","0.997722000","48","1","46224","1.355338000"
"20","16:14:16.929225","100","577","172.26.191.172","5000","0.997734000","48","1","46224","1.355350000"
"21","16:14:16.929226","100","625","172.26.191.172","5000","0.997735000","48","1","46224","1.355351000"
"22","16:14:16.929238","52","1","100.64.0.5","46224","0.997747000","0","193","5000","1.355363000"
"23","16:14:16.929250","100","673","172.26.191.172","5000","0.997759000","48","1","46224","1.355375000"
"24","16:14:16.929252","100","721","172.26.191.172","5000","0.997761000","48","1","46224","1.355377000"
"25","16:14:16.929260","100","769","172.26.191.172","5000","0.997769000","48","1","46224","1.355385000"
"26","16:14:16.929262","100","817","172.26.191.172","5000","0.997771000","48","1","46224","1.355387000"
"27","16:14:16.929270","52","1","100.64.0.5","46224","0.997779000","0","241","5000","1.355395000"
"28","16:14:16.929281","100","865","172.26.191.172","5000","0.997790000","48","1","46224","1.355406000"
"29","16:14:16.929282","100","913","172.26.191.172","5000","0.997791000","48","1","46224","1.355407000"
"30","16:14:17.429331","64","1","100.64.0.5","46224","1.497840000","0","241","5000","1.855456000"
"31","16:14:17.429367","100","241","172.26.191.172","5000","1.497876000","48","1","46224","1.855492000"
"32","16:14:17.429394","64","1","100.64.0.5","46224","1.497903000","0","241","5000","1.855519000"
"33","16:14:17.429409","100","289","172.26.191.172","5000","1.497918000","48","1","46224","1.855534000"
"34","16:14:17.429418","64","1","100.64.0.5","46224","1.497927000","0","241","5000","1.855543000"
"35","16:14:17.429425","100","337","172.26.191.172","5000","1.497934000","48","1","46224","1.855550000"
"36","16:14:17.429430","100","385","172.26.191.172","5000","1.497939000","48","1","46224","1.855555000"
"37","16:14:17.929264","64","1","100.64.0.5","46224","1.997773000","0","433","5000","2.355389000"
