frame.number,_ws.col.Time,frame.len,tcp.seq,ip.dst,tcp.dstport,tcp.time_relative,tcp.len,tcp.ack,tcp.srcport,frame.time_relative
"1","15:36:17.972027","76",,,,,,,,"0.000000000"
"2","15:36:18.028644","86",,"100.64.0.5",,,,,,"0.056617000"
"3","15:36:18.030487","60","0","172.26.191.172","5000","0.000000000","0","0","41156","0.058460000"
"4","15:36:18.324020","76",,,,,,,,"0.351993000"
"5","15:36:18.528567","60","0","100.64.0.5","41156","0.498080000","0","1","5000","0.556540000"
"6","15:36:18.528613","52","1","172.26.191.172","5000","0.498126000","0","1","41156","0.556586000"
"7","15:36:18.528947","100","1","172.26.191.172","5000","0.498460000","48","1","41156","0.556920000"
"8","15:36:18.528955","100","49","172.26.191.172","5000","0.498468000","48","1","41156","0.556928000"
"9","15:36:18.528969","100","97","172.26.191.172","5000","0.498482000","48","1","41156","0.556942000"
"10","15:36:18.528971","100","145","172.26.191.172","5000","0.498484000","48","1","41156","0.556944000"
"11","15:36:18.528978","100","193","172.26.191.172","5000","0.498491000","48","1","41156","0.556951000"
"12","15:36:18.528979","100","241","172.26.191.172","5000","0.498492000","48","1","41156","0.556952000"
"13","15:36:18.528987","100","289","172.26.191.172","5000","0.498500000","48","1","41156","0.556960000"
"14","15:36:18.528988","100","337","172.26.191.172","5000","0.498501000","48","1","41156","0.556961000"
"15","15:36:18.528994","100","385","172.26.191.172","5000","0.498507000","48","1","41156","0.556967000"
"16","15:36:18.528996","100","433","172.26.191.172","5000","0.498509000","48","1","41156","0.556969000"
"17","15:36:19.028326","52","1","100.64.0.5","41156","0.997839000","0","97","5000","1.056299000"
"18","15:36:19.028379","100","481","172.26.191.172","5000","0.997892000","48","1","41156","1.056352000"
"19","15:36:19.028391","100","529","172.26.191.172","5000","0.997904000","48","1","41156","1.056364000"
"20","15:36:19.028402","100","577","172.26.191.172","5000","0.997915000","48","1","41156","1.056375000"
"21","15:36:19.028403","100","625","172.26.191.172","5000","0.997916000","48","1","41156","1.056376000"
"22","15:36:19.028424","52","1","100.64.0.5","41156","0.997937000","0","193","5000","1.056397000"
"23","15:36:19.028435","100","673","172.26.191.172","5000","0.997948000","48","1","41156","1.056408000"
"24","15:36:19.028437","100","721","172.26.191.172","5000","0.997950000","48","1","41156","1.056410000"
"25","15:36:19.028444","100","769","172.26.191.172","5000","0.997957000","48","1","41156","1.056417000"
"26","15:36:19.028445","100","817","172.26.191.172","5000","0.997958000","48","1","41156","1.056418000"
"27","15:36:19.528705","64","1","100.64.0.5","41156","1.498218000","0","193","5000","1.556678000"
"28","15:36:19.528744","100","193","172.26.191.172","5000","1.498257000","48","1","41156","1.556717000"
"29","15:36:19.528754","100","241","172.26.191.172","5000","1.498267000","48","1","41156","1.556727000"
"30","15:36:19.528773","64","1","100.64.0.5","41156","1.498286000","0","193","5000","1.556746000"
"31","15:36:19.528787","100","289","172.26.191.172","5000","1.498300000","48","1","41156","1.556760000"
"32","15:36:19.528789","100","337","172.26.191.172","5000","1.498302000","48","1","41156","1.556762000"
"33","15:36:20.027934","64","1","100.64.0.5","41156","1.997447000","0","289","5000","2.055907000"
"34","15:36:20.027978","100","385","172.26.191.172","5000","1.997491000","48","1","41156","2.055951000"
"35","15:36:20.027988","100","433","172.26.191.172","5000","1.997501000","48","1","41156","2.055961000"
"36","15:36:20.027999","100","673","172.26.191.172","5000","1.997512000","48","1","41156","2.055972000"
"37","15:36:20.028013","64","1","100.64.0.5","41156","1.997526000","0","385","5000","2.055986000"
"38","15:36:20.028022","100","721","172.26.191.172","5000","1.997535000","48","1","41156","2.055995000"
"39","15:36:20.028030","100","769","172.26.191.172","5000","1.997543000","48","1","41156","2.056003000"
"40","15:36:20.028032","100","817","172.26.191.172","5000","1.997545000","48","1","41156","2.056005000"
"41","15:36:20.528415","52","1","100.64.0.5","41156","2.497928000","0","673","5000","2.556388000"
"42","15:36:20.528465","100","865","172.26.191.172","5000","2.497978000","48","1","41156","2.556438000"
"43","15:36:20.528475","100","913","172.26.191.172","5000","2.497988000","48","1","41156","2.556448000"
"44","15:36:20.528484","100","961","172.26.191.172","5000","2.497997000","48","1","41156","2.556457000"
"45","15:36:20.528497","52","1","100.64.0.5","41156","2.498010000","0","769","5000","2.556470000"
"46","15:36:20.528511","100","1009","172.26.191.172","5000","2.498024000","48","1","41156","2.556484000"
"47","15:36:20.528512","100","1057","172.26.191.172","5000","2.498025000","48","1","41156","2.556485000"
"48","15:36:20.528517","100","1105","172.26.191.172","5000","2.498030000","48","1","41156","2.556490000"
"49","15:36:21.028552","64","1","100.64.0.5","41156","2.998065000","0","769","5000","3.056525000"
"50","15:36:21.028589","100","769","172.26.191.172","5000","2.998102000","48","1","41156","3.056562000"
"51","15:36:21.028598","100","817","172.26.191.172","5000","2.998111000","48","1","41156","3.056571000"
"52","15:36:21.028614","64","1","100.64.0.5","41156","2.998127000","0","769","5000","3.056587000"
"53","15:36:21.028630","100","1153","172.26.191.172","5000","2.998143000","48","1","41156","3.056603000"
"54","15:36:21.028632","100","1201","172.26.191.172","5000","2.998145000","48","1","41156","3.056605000"
"55","15:36:21.528849","52","1","100.64.0.5","41156","3.498362000","0","1057","5000","3.556822000"
"56","15:36:21.528887","100","1057","172.26.191.172","5000","3.498400000","48","1","41156","3.556860000"
"57","15:36:21.528902","100","1105","172.26.191.172","5000","3.498415000","48","1","41156","3.556875000"
"58","15:36:21.528910","100","1249","172.26.191.172","5000","3.498423000","48","1","41156","3.556883000"
"59","15:36:21.528923","64","1","100.64.0.5","41156","3.498436000","0","1057","5000","3.556896000"
"60","15:36:21.528941","100","1297","172.26.191.172","5000","3.498454000","48","1","41156","3.556914000"
"61","15:36:21.528943","100","1345","172.26.191.172","5000","3.498456000","48","1","41156","3.556916000"
"62","15:36:21.971850","48",,,,,,,,"3.999823000"
"63","15:36:22.028049","52","1","100.64.0.5","41156","3.997562000","0","1249","5000","4.056022000"
"64","15:36:22.028088","100","1393","172.26.191.172","5000","3.997601000","48","1","41156","4.056061000"
"65","15:36:22.028097","100","1441","172.26.191.172","5000","3.997610000","48","1","41156","4.056070000"
"66","15:36:22.028112","52","1","100.64.0.5","41156","3.997625000","0","1345","5000","4.056085000"
"67","15:36:22.028125","100","1489","172.26.191.172","5000","3.997638000","48","1","41156","4.056098000"
"68","15:36:22.028126","100","1537","172.26.191.172","5000","3.997639000","48","1","41156","4.056099000"
"69","15:36:22.528169","64","1","100.64.0.5","41156","4.497682000","0","1345","5000","4.556142000"
"70","15:36:22.528200","100","1345","172.26.191.172","5000","4.497713000","48","1","41156","4.556173000"
"71","15:36:22.528221","100","1585","172.26.191.172","5000","4.497734000","48","1","41156","4.556194000"
"72","15:36:22.528232","64","1","100.64.0.5","41156","4.497745000","0","1345","5000","4.556205000"
"73","15:36:22.528249","100","1633","172.26.191.172","5000","4.497762000","48","1","41156","4.556222000"
"74","15:36:22.528251","100","1681","172.26.191.172","5000","4.497764000","48","1","41156","4.556224000"
"75","15:36:23.028444","52","1","100.64.0.5","41156","4.997957000","0","1585","5000","5.056417000"
"76","15:36:23.028480","100","1729","172.26.191.172","5000","4.997993000","48","1","41156","5.056453000"
"77","15:36:23.028501","52","1","100.64.0.5","41156","4.998014000","0","1729","5000","5.056474000"
"78","15:36:23.028516","100","1777","172.26.191.172","5000","4.998029000","48","1","41156","5.056489000"
"79","15:36:23.028518","100","1825","172.26.191.172","5000","4.998031000","48","1","41156","5.056491000"
"80","15:36:23.028525","100","1873","172.26.191.172","5000","4.998038000","48","1","41156","5.056498000"
"81","15:36:23.028526","100","1921","172.26.191.172","5000","4.998039000","48","1","41156","5.056499000"
"82","15:36:23.527996","52","1","100.64.0.5","41156","5.497509000","0","1921","5000","5.555969000"
"83","15:36:23.528039","100","1969","172.26.191.172","5000","5.497552000","48","1","41156","5.556012000"
"84","15:36:23.528052","100","2017","172.26.191.172","5000","5.497565000","48","1","41156","5.556025000"
"85","15:36:23.528063","100","2065","172.26.191.172","5000","5.497576000","48","1","41156","5.556036000"
"86","15:36:23.528065","100","2113","172.26.191.172","5000","5.497578000","48","1","41156","5.556038000"
"87","15:36:23.952573","100","2161","172.26.191.172","5000","5.922086000","48","1","41156","5.980546000"
"88","15:36:24.028160","64","1","100.64.0.5","41156","5.997673000","0","1921","5000","6.056133000"
"89","15:36:24.028192","100","1921","172.26.191.172","5000","5.997705000","48","1","41156","6.056165000"
"90","15:36:24.028216","64","1","100.64.0.5","41156","5.997729000","0","1921","5000","6.056189000"
"91","15:36:24.028230","100","2209","172.26.191.172","5000","5.997743000","48","1","41156","6.056203000"
"92","15:36:24.278428","64","1","100.64.0.5","41156","6.247941000","0","1921","5000","6.306401000"
"93","15:36:24.278467","100","2257","172.26.191.172","5000","6.247980000","48","1","41156","6.306440000"
"94","15:36:24.528255","52","1","100.64.0.5","41156","6.497768000","0","2209","5000","6.556228000"
"95","15:36:24.528291","100","2305","172.26.191.172","5000","6.497804000","48","1","41156","6.556264000"
"96","15:36:24.528313","52","1","100.64.0.5","41156","6.497826000","0","2257","5000","6.556286000"
"97","15:36:24.528321","100","2353","172.26.191.172","5000","6.497834000","48","1","41156","6.556294000"
"98","15:36:24.778310","52","1","100.64.0.5","41156","6.747823000","0","2305","5000","6.806283000"
"99","15:36:24.778352","100","2401","172.26.191.172","5000","6.747865000","48","1","41156","6.806325000"
"100","15:36:24.778366","100","2449","172.26.191.172","5000","6.747879000","48","1","41156","6.806339000"
"101","15:36:25.028164","52","1","100.64.0.5","41156","6.997677000","0","2401","5000","7.056137000"
"102","15:36:25.028208","100","2497","172.26.191.172","5000","6.997721000","48","1","41156","7.056181000"
"103","15:36:25.028217","100","2545","172.26.191.172","5000","6.997730000","48","1","41156","7.056190000"
"104","15:36:25.278546","52","1","100.64.0.5","41156","7.248059000","0","2497","5000","7.306519000"
"105","15:36:25.278588","100","2593","172.26.191.172","5000","7.248101000","48","1","41156","7.306561000"
"106","15:36:25.278598","100","2641","172.26.191.172","5000","7.248111000","48","1","41156","7.306571000"
"107","15:36:25.528251","52","1","100.64.0.5","41156","7.497764000","0","2593","5000","7.556224000"
"108","15:36:25.528292","100","2689","172.26.191.172","5000","7.497805000","48","1","41156","7.556265000"
"109","15:36:25.528302","100","2737","172.26.191.172","5000","7.497815000","48","1","41156","7.556275000"
"110","15:36:25.778079","52","1","100.64.0.5","41156","7.747592000","0","2689","5000","7.806052000"
"111","15:36:25.778117","100","2785","172.26.191.172","5000","7.747630000","48","1","41156","7.806090000"
"112","15:36:25.778128","100","2833","172.26.191.172","5000","7.747641000","48","1","41156","7.806101000"
"113","15:36:26.028283","52","1","100.64.0.5","41156","7.997796000","0","2785","5000","8.056256000"
"114","15:36:26.028325","100","2881","172.26.191.172","5000","7.997838000","48","1","41156","8.056298000"
"115","15:36:26.028350","100","2929","172.26.191.172","5000","7.997863000","48","1","41156","8.056323000"
"116","15:36:26.278183","52","1","100.64.0.5","41156","8.247696000","0","2881","5000","8.306156000"
"117","15:36:26.278226","100","2977","172.26.191.172","5000","8.247739000","48","1","41156","8.306199000"
"118","15:36:26.278235","100","3025","172.26.191.172","5000","8.247748000","48","1","41156","8.306208000"
"119","15:36:26.528060","52","1","100.64.0.5","41156","8.497573000","0","2977","5000","8.556033000"
"120","15:36:26.528098","100","3073","172.26.191.172","5000","8.497611000","48","1","41156","8.556071000"
"121","15:36:26.528106","100","3121","172.26.191.172","5000","8.497619000","48","1","41156","8.556079000"
"122","15:36:26.778560","52","1","100.64.0.5","41156","8.748073000","0","3073","5000","8.806533000"
"123","15:36:26.778602","100","3169","172.26.191.172","5000","8.748115000","48","1","41156","8.806575000"
"124","15:36:26.778614","100","3217","172.26.191.172","5000","8.748127000","48","1","41156","8.806587000"
"125","15:36:27.028411","52","1","100.64.0.5","41156","8.997924000","0","3169","5000","9.056384000"
"126","15:36:27.028453","100","3265","172.26.191.172","5000","8.997966000","48","1","41156","9.056426000"
"127","15:36:27.028464","100","3313","172.26.191.172","5000","8.997977000","48","1","41156","9.056437000"
"128","15:36:27.278795","52","1","100.64.0.5","41156","9.248308000","0","3265","5000","9.306768000"
"129","15:36:27.278837","100","3361","172.26.191.172","5000","9.248350000","48","1","41156","9.306810000"
"130","15:36:27.278846","100","3409","172.26.191.172","5000","9.248359000","48","1","41156","9.306819000"
"131","15:36:27.278860","100","3457","172.26.191.172","5000","9.248373000","48","1","41156","9.306833000"
"132","15:36:27.278861","100","3505","172.26.191.172","5000","9.248374000","48","1","41156","9.306834000"
"133","15:36:27.528405","52","1","100.64.0.5","41156","9.497918000","0","3361","5000","9.556378000"
"134","15:36:27.528445","100","3553","172.26.191.172","5000","9.497958000","48","1","41156","9.556418000"
"135","15:36:27.528457","100","3601","172.26.191.172","5000","9.497970000","48","1","41156","9.556430000"
"136","15:36:27.778598","52","1","100.64.0.5","41156","9.748111000","0","3553","5000","9.806571000"
"137","15:36:27.778634","100","3649","172.26.191.172","5000","9.748147000","48","1","41156","9.806607000"
"138","15:36:27.778647","100","3697","172.26.191.172","5000","9.748160000","48","1","41156","9.806620000"
"139","15:36:27.778659","100","3745","172.26.191.172","5000","9.748172000","48","1","41156","9.806632000"
"140","15:36:27.778660","100","3793","172.26.191.172","5000","9.748173000","48","1","41156","9.806633000"
"141","15:36:28.028451","52","1","100.64.0.5","41156","9.997964000","0","3649","5000","10.056424000"
"142","15:36:28.028489","100","3841","172.26.191.172","5000","9.998002000","48","1","41156","10.056462000"
"143","15:36:28.028500","100","3889","172.26.191.172","5000","9.998013000","48","1","41156","10.056473000"
"144","15:36:28.278818","52","1","100.64.0.5","41156","10.248331000","0","3841","5000","10.306791000"
"145","15:36:28.278860","100","3937","172.26.191.172","5000","10.248373000","48","1","41156","10.306833000"
"146","15:36:28.278870","100","3985","172.26.191.172","5000","10.248383000","48","1","41156","10.306843000"
"147","15:36:28.278882","100","4033","172.26.191.172","5000","10.248395000","48","1","41156","10.306855000"
"148","15:36:28.278884","100","4081","172.26.191.172","5000","10.248397000","48","1","41156","10.306857000"
"149","15:36:28.278891","100","4129","172.26.191.172","5000","10.248404000","48","1","41156","10.306864000"
"150","15:36:28.278893","100","4177","172.26.191.172","5000","10.248406000","48","1","41156","10.306866000"
"151","15:36:28.278900","100","4225","172.26.191.172","5000","10.248413000","48","1","41156","10.306873000"
"152","15:36:28.278902","100","4273","172.26.191.172","5000","10.248415000","48","1","41156","10.306875000"
"153","15:36:28.528713","52","1","100.64.0.5","41156","10.498226000","0","3937","5000","10.556686000"
