frame.number,_ws.col.Time,frame.len,tcp.seq,ip.dst,tcp.dstport,tcp.time_relative,tcp.len,tcp.ack,tcp.srcport,frame.time_relative
"1","16:36:49.914051","86",,"100.64.0.5",,,,,,"0.000000000"
"2","16:36:49.916077","60","0","172.26.191.172","5000","0.000000000","0","0","49364","0.002026000"
"3","16:36:50.102632","60","0","100.64.0.5","49364","0.186555000","0","1","5000","0.188581000"
"4","16:36:50.102682","52","1","172.26.191.172","5000","0.186605000","0","1","49364","0.188631000"
"5","16:36:50.103046","100","1","172.26.191.172","5000","0.186969000","48","1","49364","0.188995000"
"6","16:36:50.103055","100","49","172.26.191.172","5000","0.186978000","48","1","49364","0.189004000"
"7","16:36:50.103070","100","97","172.26.191.172","5000","0.186993000","48","1","49364","0.189019000"
"8","16:36:50.103073","100","145","172.26.191.172","5000","0.186996000","48","1","49364","0.189022000"
"9","16:36:50.103081","100","193","172.26.191.172","5000","0.187004000","48","1","49364","0.189030000"
"10","16:36:50.103083","100","241","172.26.191.172","5000","0.187006000","48","1","49364","0.189032000"
"11","16:36:50.103090","100","289","172.26.191.172","5000","0.187013000","48","1","49364","0.189039000"
"12","16:36:50.103092","100","337","172.26.191.172","5000","0.187015000","48","1","49364","0.189041000"
"13","16:36:50.103099","100","385","172.26.191.172","5000","0.187022000","48","1","49364","0.189048000"
"14","16:36:50.103100","100","433","172.26.191.172","5000","0.187023000","48","1","49364","0.189049000"
"15","16:36:50.173858","76",,,,,,,,"0.259807000"
"16","16:36:50.269913","76",,,,,,,,"0.355862000"
"17","16:36:50.289161","52","1","100.64.0.5","49364","0.373084000","0","97","5000","0.375110000"
"18","16:36:50.289205","100","481","172.26.191.172","5000","0.373128000","48","1","49364","0.375154000"
"19","16:36:50.289216","100","529","172.26.191.172","5000","0.373139000","48","1","49364","0.375165000"
"20","16:36:50.289245","100","577","172.26.191.172","5000","0.373168000","48","1","49364","0.375194000"
"21","16:36:50.289247","100","625","172.26.191.172","5000","0.373170000","48","1","49364","0.375196000"
"22","16:36:50.289267","52","1","100.64.0.5","49364","0.373190000","0","193","5000","0.375216000"
"23","16:36:50.289290","100","673","172.26.191.172","5000","0.373213000","48","1","49364","0.375239000"
"24","16:36:50.289292","100","721","172.26.191.172","5000","0.373215000","48","1","49364","0.375241000"
"25","16:36:50.289305","100","769","172.26.191.172","5000","0.373228000","48","1","49364","0.375254000"
"26","16:36:50.289307","100","817","172.26.191.172","5000","0.373230000","48","1","49364","0.375256000"
"27","16:36:50.289318","52","1","100.64.0.5","49364","0.373241000","0","241","5000","0.375267000"
"28","16:36:50.289336","100","865","172.26.191.172","5000","0.373259000","48","1","49364","0.375285000"
"29","16:36:50.289338","100","913","172.26.191.172","5000","0.373261000","48","1","49364","0.375287000"
"30","16:36:50.289349","52","1","100.64.0.5","49364","0.373272000","0","289","5000","0.375298000"
"31","16:36:50.289365","100","961","172.26.191.172","5000","0.373288000","48","1","49364","0.375314000"
"32","16:36:50.289367","100","1009","172.26.191.172","5000","0.373290000","48","1","49364","0.375316000"
"33","16:36:50.289379","52","1","100.64.0.5","49364","0.373302000","0","385","5000","0.375328000"
"34","16:36:50.289395","100","1057","172.26.191.172","5000","0.373318000","48","1","49364","0.375344000"
"35","16:36:50.289398","100","1105","172.26.191.172","5000","0.373321000","48","1","49364","0.375347000"
"36","16:36:50.289410","100","1153","172.26.191.172","5000","0.373333000","48","1","49364","0.375359000"
"37","16:36:50.289413","100","1201","172.26.191.172","5000","0.373336000","48","1","49364","0.375362000"
"38","16:36:50.289423","52","1","100.64.0.5","49364","0.373346000","0","481","5000","0.375372000"
"39","16:36:50.289439","100","1249","172.26.191.172","5000","0.373362000","48","1","49364","0.375388000"
"40","16:36:50.289441","100","1297","172.26.191.172","5000","0.373364000","48","1","49364","0.375390000"
"41","16:36:50.289469","100","1345","172.26.191.172","5000","0.373392000","48","1","49364","0.375418000"
"42","16:36:50.289472","100","1393","172.26.191.172","5000","0.373395000","48","1","49364","0.375421000"
"43","16:36:50.476651","52","1","100.64.0.5","49364","0.560574000","0","577","5000","0.562600000"
"44","16:36:50.476693","100","1441","172.26.191.172","5000","0.560616000","48","1","49364","0.562642000"
"45","16:36:50.476704","100","1489","172.26.191.172","5000","0.560627000","48","1","49364","0.562653000"
"46","16:36:50.476720","100","1537","172.26.191.172","5000","0.560643000","48","1","49364","0.562669000"
"47","16:36:50.476722","100","1585","172.26.191.172","5000","0.560645000","48","1","49364","0.562671000"
"48","16:36:50.476739","52","1","100.64.0.5","49364","0.560662000","0","673","5000","0.562688000"
"49","16:36:50.476757","100","1633","172.26.191.172","5000","0.560680000","48","1","49364","0.562706000"
"50","16:36:50.476760","100","1681","172.26.191.172","5000","0.560683000","48","1","49364","0.562709000"
"51","16:36:50.476772","100","1729","172.26.191.172","5000","0.560695000","48","1","49364","0.562721000"
"52","16:36:50.476774","100","1777","172.26.191.172","5000","0.560697000","48","1","49364","0.562723000"
"53","16:36:50.476785","52","1","100.64.0.5","49364","0.560708000","0","769","5000","0.562734000"
"54","16:36:50.476801","100","1825","172.26.191.172","5000","0.560724000","48","1","49364","0.562750000"
"55","16:36:50.476804","100","1873","172.26.191.172","5000","0.560727000","48","1","49364","0.562753000"
"56","16:36:50.476816","100","1921","172.26.191.172","5000","0.560739000","48","1","49364","0.562765000"
"57","16:36:50.476818","100","1969","172.26.191.172","5000","0.560741000","48","1","49364","0.562767000"
"58","16:36:50.476829","52","1","100.64.0.5","49364","0.560752000","0","865","5000","0.562778000"
"59","16:36:50.476844","100","2017","172.26.191.172","5000","0.560767000","48","1","49364","0.562793000"
"60","16:36:50.476846","100","2065","172.26.191.172","5000","0.560769000","48","1","49364","0.562795000"
"61","16:36:50.476858","100","2113","172.26.191.172","5000","0.560781000","48","1","49364","0.562807000"
"62","16:36:50.476860","100","2161","172.26.191.172","5000","0.560783000","48","1","49364","0.562809000"
"63","16:36:50.476870","52","1","100.64.0.5","49364","0.560793000","0","961","5000","0.562819000"
"64","16:36:50.476885","100","2209","172.26.191.172","5000","0.560808000","48","1","49364","0.562834000"
"65","16:36:50.476888","100","2257","172.26.191.172","5000","0.560811000","48","1","49364","0.562837000"
"66","16:36:50.476901","100","2305","172.26.191.172","5000","0.560824000","48","1","49364","0.562850000"
"67","16:36:50.476903","100","2353","172.26.191.172","5000","0.560826000","48","1","49364","0.562852000"
"68","16:36:50.476913","52","1","100.64.0.5","49364","0.560836000","0","1009","5000","0.562862000"
"69","16:36:50.476929","100","2401","172.26.191.172","5000","0.560852000","48","1","49364","0.562878000"
"70","16:36:50.476932","100","2449","172.26.191.172","5000","0.560855000","48","1","49364","0.562881000"
"71","16:36:50.476942","52","1","100.64.0.5","49364","0.560865000","0","1057","5000","0.562891000"
"72","16:36:50.476959","100","2497","172.26.191.172","5000","0.560882000","48","1","49364","0.562908000"
"73","16:36:50.476961","100","2545","172.26.191.172","5000","0.560884000","48","1","49364","0.562910000"
"74","16:36:50.476972","52","1","100.64.0.5","49364","0.560895000","0","1153","5000","0.562921000"
"75","16:36:50.476987","100","2593","172.26.191.172","5000","0.560910000","48","1","49364","0.562936000"
"76","16:36:50.476990","100","2641","172.26.191.172","5000","0.560913000","48","1","49364","0.562939000"
"77","16:36:50.477016","100","2689","172.26.191.172","5000","0.560939000","48","1","49364","0.562965000"
"78","16:36:50.477019","100","2737","172.26.191.172","5000","0.560942000","48","1","49364","0.562968000"
"79","16:36:50.539484","52","1","100.64.0.5","49364","0.623407000","0","1249","5000","0.625433000"
"80","16:36:50.539527","100","2785","172.26.191.172","5000","0.623450000","48","1","49364","0.625476000"
"81","16:36:50.539538","100","2833","172.26.191.172","5000","0.623461000","48","1","49364","0.625487000"
"82","16:36:50.539554","100","2881","172.26.191.172","5000","0.623477000","48","1","49364","0.625503000"
"83","16:36:50.539556","100","2929","172.26.191.172","5000","0.623479000","48","1","49364","0.625505000"
"84","16:36:50.539574","52","1","100.64.0.5","49364","0.623497000","0","1345","5000","0.625523000"
"85","16:36:50.539590","100","2977","172.26.191.172","5000","0.623513000","48","1","49364","0.625539000"
"86","16:36:50.539594","100","3025","172.26.191.172","5000","0.623517000","48","1","49364","0.625543000"
"87","16:36:50.539608","100","3073","172.26.191.172","5000","0.623531000","48","1","49364","0.625557000"
"88","16:36:50.539610","100","3121","172.26.191.172","5000","0.623533000","48","1","49364","0.625559000"
"89","16:36:50.539621","52","1","100.64.0.5","49364","0.623544000","0","1441","5000","0.625570000"
"90","16:36:50.539639","100","3169","172.26.191.172","5000","0.623562000","48","1","49364","0.625588000"
"91","16:36:50.539641","100","3217","172.26.191.172","5000","0.623564000","48","1","49364","0.625590000"
"92","16:36:50.539656","100","3265","172.26.191.172","5000","0.623579000","48","1","49364","0.625605000"
"93","16:36:50.539658","100","3313","172.26.191.172","5000","0.623581000","48","1","49364","0.625607000"
"94","16:36:50.664196","52","1","100.64.0.5","49364","0.748119000","0","1537","5000","0.750145000"
"95","16:36:50.664234","100","3361","172.26.191.172","5000","0.748157000","48","1","49364","0.750183000"
"96","16:36:50.664245","100","3409","172.26.191.172","5000","0.748168000","48","1","49364","0.750194000"
"97","16:36:50.664270","100","3457","172.26.191.172","5000","0.748193000","48","1","49364","0.750219000"
"98","16:36:50.664272","100","3505","172.26.191.172","5000","0.748195000","48","1","49364","0.750221000"
"99","16:36:50.664290","52","1","100.64.0.5","49364","0.748213000","0","1873","5000","0.750239000"
"100","16:36:50.664315","100","3553","172.26.191.172","5000","0.748238000","48","1","49364","0.750264000"
"101","16:36:50.664317","100","3601","172.26.191.172","5000","0.748240000","48","1","49364","0.750266000"
"102","16:36:50.664329","100","3649","172.26.191.172","5000","0.748252000","48","1","49364","0.750278000"
"103","16:36:50.664330","100","3697","172.26.191.172","5000","0.748253000","48","1","49364","0.750279000"
"104","16:36:50.664356","100","3745","172.26.191.172","5000","0.748279000","48","1","49364","0.750305000"
"105","16:36:50.664358","100","3793","172.26.191.172","5000","0.748281000","48","1","49364","0.750307000"
"106","16:36:50.664368","100","3841","172.26.191.172","5000","0.748291000","48","1","49364","0.750317000"
"107","16:36:50.664370","100","3889","172.26.191.172","5000","0.748293000","48","1","49364","0.750319000"
"108","16:36:50.664379","100","3937","172.26.191.172","5000","0.748302000","48","1","49364","0.750328000"
"109","16:36:50.664382","100","3985","172.26.191.172","5000","0.748305000","48","1","49364","0.750331000"
"110","16:36:50.664393","100","4033","172.26.191.172","5000","0.748316000","48","1","49364","0.750342000"
"111","16:36:50.664394","100","4081","172.26.191.172","5000","0.748317000","48","1","49364","0.750343000"
"112","16:36:50.664404","100","4129","172.26.191.172","5000","0.748327000","48","1","49364","0.750353000"
"113","16:36:50.664406","100","4177","172.26.191.172","5000","0.748329000","48","1","49364","0.750355000"
"114","16:36:50.664417","52","1","100.64.0.5","49364","0.748340000","0","2113","5000","0.750366000"
"115","16:36:50.664436","100","4225","172.26.191.172","5000","0.748359000","48","1","49364","0.750385000"
"116","16:36:50.664439","100","4273","172.26.191.172","5000","0.748362000","48","1","49364","0.750388000"
"117","16:36:50.664449","100","4321","172.26.191.172","5000","0.748372000","48","1","49364","0.750398000"
