frame.number,_ws.col.Time,frame.len,tcp.seq,ip.dst,tcp.dstport,tcp.time_relative,tcp.len,tcp.ack,tcp.srcport,frame.time_relative
"1","14:11:02.795752","76",,,,,,,,"0.000000000"
"2","14:11:02.829768","86",,"100.64.0.5",,,,,,"0.034016000"
"3","14:11:02.831773","60","0","172.26.191.172","5000","0.000000000","0","0","43014","0.036021000"
"4","14:11:03.079279","60","0","100.64.0.5","43014","0.247506000","0","1","5000","0.283527000"
"5","14:11:03.079309","52","1","172.26.191.172","5000","0.247536000","0","1","43014","0.283557000"
"6","14:11:03.079522","100","1","172.26.191.172","5000","0.247749000","48","1","43014","0.283770000"
"7","14:11:03.079526","100","49","172.26.191.172","5000","0.247753000","48","1","43014","0.283774000"
"8","14:11:03.079535","100","97","172.26.191.172","5000","0.247762000","48","1","43014","0.283783000"
"9","14:11:03.079536","100","145","172.26.191.172","5000","0.247763000","48","1","43014","0.283784000"
"10","14:11:03.079540","100","193","172.26.191.172","5000","0.247767000","48","1","43014","0.283788000"
"11","14:11:03.079541","100","241","172.26.191.172","5000","0.247768000","48","1","43014","0.283789000"
"12","14:11:03.079545","100","289","172.26.191.172","5000","0.247772000","48","1","43014","0.283793000"
"13","14:11:03.079546","100","337","172.26.191.172","5000","0.247773000","48","1","43014","0.283794000"
"14","14:11:03.079551","100","385","172.26.191.172","5000","0.247778000","48","1","43014","0.283799000"
"15","14:11:03.079552","100","433","172.26.191.172","5000","0.247779000","48","1","43014","0.283800000"
"16","14:11:03.231830","76",,,,,,,,"0.436078000"
"17","14:11:03.329399","52","1","100.64.0.5","43014","0.497626000","0","97","5000","0.533647000"
"18","14:11:03.329444","100","481","172.26.191.172","5000","0.497671000","48","1","43014","0.533692000"
"19","14:11:03.329454","100","529","172.26.191.172","5000","0.497681000","48","1","43014","0.533702000"
"20","14:11:03.329465","100","577","172.26.191.172","5000","0.497692000","48","1","43014","0.533713000"
"21","14:11:03.329467","100","625","172.26.191.172","5000","0.497694000","48","1","43014","0.533715000"
"22","14:11:03.329479","52","1","100.64.0.5","43014","0.497706000","0","193","5000","0.533727000"
"23","14:11:03.329490","100","673","172.26.191.172","5000","0.497717000","48","1","43014","0.533738000"
"24","14:11:03.329492","100","721","172.26.191.172","5000","0.497719000","48","1","43014","0.533740000"
"25","14:11:03.329500","100","769","172.26.191.172","5000","0.497727000","48","1","43014","0.533748000"
"26","14:11:03.329502","100","817","172.26.191.172","5000","0.497729000","48","1","43014","0.533750000"
"27","14:11:03.579385","64","1","100.64.0.5","43014","0.747612000","0","193","5000","0.783633000"
"28","14:11:03.579422","100","193","172.26.191.172","5000","0.747649000","48","1","43014","0.783670000"
"29","14:11:03.579452","64","1","100.64.0.5","43014","0.747679000","0","193","5000","0.783700000"
"30","14:11:03.579465","100","241","172.26.191.172","5000","0.747692000","48","1","43014","0.783713000"
"31","14:11:03.579471","100","289","172.26.191.172","5000","0.747698000","48","1","43014","0.783719000"
"32","14:11:03.829469","64","1","100.64.0.5","43014","0.997696000","0","337","5000","1.033717000"
"33","14:11:03.829507","100","337","172.26.191.172","5000","0.997734000","48","1","43014","1.033755000"
"34","14:11:03.829529","100","385","172.26.191.172","5000","0.997756000","48","1","43014","1.033777000"
"35","14:11:03.829531","100","433","172.26.191.172","5000","0.997758000","48","1","43014","1.033779000"
"36","14:11:03.829538","100","673","172.26.191.172","5000","0.997765000","48","1","43014","1.033786000"
"37","14:11:03.829539","100","721","172.26.191.172","5000","0.997766000","48","1","43014","1.033787000"
"38","14:11:04.079456","52","1","100.64.0.5","43014","1.247683000","0","673","5000","1.283704000"
"39","14:11:04.079498","100","769","172.26.191.172","5000","1.247725000","48","1","43014","1.283746000"
"40","14:11:04.079507","100","817","172.26.191.172","5000","1.247734000","48","1","43014","1.283755000"
"41","14:11:04.079519","100","865","172.26.191.172","5000","1.247746000","48","1","43014","1.283767000"
"42","14:11:04.079520","100","913","172.26.191.172","5000","1.247747000","48","1","43014","1.283768000"
"43","14:11:04.079532","52","1","100.64.0.5","43014","1.247759000","0","721","5000","1.283780000"
"44","14:11:04.079542","100","961","172.26.191.172","5000","1.247769000","48","1","43014","1.283790000"
"45","14:11:04.079544","100","1009","172.26.191.172","5000","1.247771000","48","1","43014","1.283792000"
"46","14:11:04.329682","64","1","100.64.0.5","43014","1.497909000","0","721","5000","1.533930000"
"47","14:11:04.329714","100","721","172.26.191.172","5000","1.497941000","48","1","43014","1.533962000"
"48","14:11:04.329738","100","1057","172.26.191.172","5000","1.497965000","48","1","43014","1.533986000"
"49","14:11:04.329750","64","1","100.64.0.5","43014","1.497977000","0","721","5000","1.533998000"
"50","14:11:04.329769","100","1105","172.26.191.172","5000","1.497996000","48","1","43014","1.534017000"
"51","14:11:04.329771","100","1153","172.26.191.172","5000","1.497998000","48","1","43014","1.534019000"
"52","14:11:04.578670","52","1","100.64.0.5","43014","1.746897000","0","961","5000","1.782918000"
"53","14:11:04.578706","100","961","172.26.191.172","5000","1.746933000","48","1","43014","1.782954000"
"54","14:11:04.578731","64","1","100.64.0.5","43014","1.746958000","0","961","5000","1.782979000"
"55","14:11:04.578743","100","1009","172.26.191.172","5000","1.746970000","48","1","43014","1.782991000"
"56","14:11:04.578749","100","1201","172.26.191.172","5000","1.746976000","48","1","43014","1.782997000"
"57","14:11:04.828871","64","1","100.64.0.5","43014","1.997098000","0","1009","5000","2.033119000"
