frame.number,_ws.col.Time,frame.len,tcp.seq,ip.dst,tcp.dstport,tcp.time_relative,tcp.len,tcp.ack,tcp.srcport,frame.time_relative
"1","03:54:23.531950","76",,,,,,,,"0.000000000"
"2","03:54:23.775251","86",,"100.64.0.5",,,,,,"0.243301000"
"3","03:54:23.777260","60","0","172.26.191.172","5000","0.000000000","0","0","59164","0.245310000"
"4","03:54:24.048082","76",,,,,,,,"0.516132000"
"5","03:54:24.275187","60","0","100.64.0.5","59164","0.497927000","0","1","5000","0.743237000"
"6","03:54:24.275246","52","1","172.26.191.172","5000","0.497986000","0","1","59164","0.743296000"
"7","03:54:24.275591","100","1","172.26.191.172","5000","0.498331000","48","1","59164","0.743641000"
"8","03:54:24.275599","100","49","172.26.191.172","5000","0.498339000","48","1","59164","0.743649000"
"9","03:54:24.275614","100","97","172.26.191.172","5000","0.498354000","48","1","59164","0.743664000"
"10","03:54:24.275616","100","145","172.26.191.172","5000","0.498356000","48","1","59164","0.743666000"
"11","03:54:24.275625","100","193","172.26.191.172","5000","0.498365000","48","1","59164","0.743675000"
"12","03:54:24.275627","100","241","172.26.191.172","5000","0.498367000","48","1","59164","0.743677000"
"13","03:54:24.275634","100","289","172.26.191.172","5000","0.498374000","48","1","59164","0.743684000"
"14","03:54:24.275635","100","337","172.26.191.172","5000","0.498375000","48","1","59164","0.743685000"
"15","03:54:24.275642","100","385","172.26.191.172","5000","0.498382000","48","1","59164","0.743692000"
"16","03:54:24.275643","100","433","172.26.191.172","5000","0.498383000","48","1","59164","0.743693000"
"17","03:54:24.775225","52","1","100.64.0.5","59164","0.997965000","0","97","5000","1.243275000"
"18","03:54:24.775268","100","481","172.26.191.172","5000","0.998008000","48","1","59164","1.243318000"
"19","03:54:24.775277","100","529","172.26.191.172","5000","0.998017000","48","1","59164","1.243327000"
"20","03:54:24.775289","100","577","172.26.191.172","5000","0.998029000","48","1","59164","1.243339000"
"21","03:54:24.775291","100","625","172.26.191.172","5000","0.998031000","48","1","59164","1.243341000"
